Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Vulnerability_Score,Weather_Enc,Mode_Enc,Predicted_Daily_Demand,Demand_Volatility,Safety_Stock_MT,Carrying_Cost,Revenue_at_Risk
SC-10765,2024-04-20,Busan,Rotterdam,Sea,Automotive,8763.4,368.98,3.28,1.8,Rain,0.618,15.42,0,2.2439999999999998,3,3,174.8757142857143,170.1392839075422,1147.16,51622.29,0.0
SC-12400,2024-04-20,Dubai,Antwerp,Air,Automotive,5438.76,33.73,3.65,7.0,Rain,0.576,0.5,0,5.994999999999999,3,0,176.04714285714286,168.96381276418137,375.44,16895.0,0.0
SC-13392,2024-04-21,Rotterdam,Dubai,Road,Electronics,13377.71,479.66,1.96,2.2,Storm,0.864,26.63,0,2.128,4,2,192.99428571428572,194.6125596201453,1693.69,76215.9,0.0
SC-14009,2024-04-21,Singapore,Busan,Air,Automotive,1321.87,290.19,4.44,1.4,Storm,0.539,0.5,0,2.312,4,0,229.96571428571428,183.03330579042532,468.85,21098.04,0.0
SC-10505,2024-04-21,Dubai,Rotterdam,Rail,Textiles,2857.95,91.7,2.62,8.4,Clear,0.856,3.44,1,6.666,0,1,242.2128571428572,167.77987878112637,2257.25,101576.47,55020.0
SC-13324,2024-04-21,Rotterdam,Antwerp,Road,Textiles,11838.42,33.44,3.38,2.6,Hurricane,0.565,63.63,1,2.8339999999999996,2,2,199.70857142857145,178.8679688511955,2971.03,133696.16,20064.0
SC-12584,2024-04-21,Busan,Dubai,Road,Pharmaceuticals,8995.04,267.74,1.91,3.2,Hurricane,0.782,49.34,1,2.8129999999999997,2,2,223.6342857142857,174.49626546692818,2865.13,128930.65,160644.0
SC-11486,2024-04-21,Dubai,Marseille,Rail,Textiles,6244.5,475.3,2.33,9.7,Clear,0.809,5.81,1,7.488999999999999,0,1,238.82285714285715,192.91150222440373,2299.11,103460.07,285180.0
SC-10271,2024-04-21,Hamburg,Rotterdam,Rail,Automotive,12246.64,65.41,2.63,6.1,Storm,0.911,32.91,0,5.058999999999999,4,1,243.34857142857143,187.59648650126417,1829.82,82341.8,0.0
SC-12501,2024-04-22,Hamburg,Busan,Air,Automotive,11585.65,416.61,1.25,2.7,Rain,0.555,0.56,0,2.2649999999999997,3,0,234.3414285714286,175.4818041306628,477.34,21480.31,0.0
SC-10134,2024-04-22,Shanghai,Rotterdam,Sea,Electronics,14172.19,481.88,1.33,7.7,Fog,0.532,40.3,1,5.789,1,3,261.7257142857143,199.02686969830162,3160.29,142213.21,289128.0
SC-12473,2024-04-22,Dubai,Marseille,Sea,Perishables,10971.08,256.86,2.29,3.9,Storm,0.802,55.09,1,3.417,4,3,285.32,184.79189583600976,3438.89,154750.12,154116.0
SC-11463,2024-04-22,Hamburg,Marseille,Sea,Pharmaceuticals,10038.76,134.76,2.31,7.0,Fog,0.788,28.55,1,5.592999999999999,1,3,299.7942857142857,164.64432026413223,3083.64,138763.97,80856.0
SC-12013,2024-04-23,Los Angeles,Busan,Road,Automotive,2519.06,96.57,4.0,1.2,Hurricane,0.519,12.39,1,2.04,2,2,275.3414285714286,181.99521545254711,2713.1,122089.33,57942.0
SC-12001,2024-04-23,Shanghai,Dubai,Air,Perishables,4081.19,94.2,1.46,6.8,Rain,0.503,0.5,0,5.1979999999999995,3,0,220.89857142857142,168.7276724417751,446.65,20099.39,0.0
SC-11659,2024-04-23,Shanghai,Dubai,Air,Perishables,6984.44,148.79,2.19,0.2,Hurricane,0.876,2.04,1,0.7969999999999999,2,0,232.81,158.55805456256894,2145.54,96549.33,89274.0
SC-14209,2024-04-23,Shanghai,Busan,Rail,Automotive,1326.89,291.93,1.28,9.5,Clear,0.772,1.72,0,7.034,0,1,214.99857142857144,140.43737957165206,494.6,22256.98,0.0
SC-14892,2024-04-23,Hamburg,Shanghai,Air,Electronics,9342.29,406.12,1.51,6.9,Hurricane,0.572,5.36,1,5.283,2,0,204.1757142857143,117.48596325478478,1906.47,85791.29,243672.0
SC-10184,2024-04-24,Rotterdam,Marseille,Rail,Perishables,4240.15,375.96,3.31,0.1,Fog,0.749,4.11,0,1.063,1,1,221.19,133.8690372466062,601.41,27063.51,0.0
SC-10432,2024-04-24,Rotterdam,Hamburg,Rail,Perishables,9464.16,338.76,3.32,6.0,Storm,0.734,26.13,1,5.195999999999999,4,1,250.33285714285716,134.12241419865714,2537.84,114202.94,203256.0
SC-10001,2024-04-24,Singapore,Shanghai,Rail,Automotive,14285.36,237.24,2.3,7.5,Storm,0.592,40.92,1,5.9399999999999995,4,1,270.42857142857144,116.64366998521196,2745.64,123553.84,142344.0
SC-10157,2024-04-24,Rotterdam,Busan,Rail,Electronics,11543.48,378.47,1.96,6.0,Fog,0.807,15.62,0,4.787999999999999,1,1,311.0385714285714,91.92996490600387,823.46,37055.73,0.0
SC-12737,2024-04-24,Hamburg,Marseille,Road,Textiles,8394.99,105.12,3.14,4.5,Hurricane,0.585,48.93,1,4.092,2,2,304.8,105.28701360250172,3021.22,135955.04,63072.0
SC-14967,2024-04-25,Antwerp,Busan,Air,Automotive,10869.31,55.7,2.3,2.7,Hurricane,0.63,5.95,1,2.58,2,0,271.05285714285714,141.6716961516173,2525.03,113626.24,33420.0
SC-13770,2024-04-25,Hamburg,Busan,Rail,Textiles,8427.09,128.11,3.08,5.9,Storm,0.599,23.35,1,5.054,4,1,231.33714285714288,136.36554950014363,2364.22,106389.96,76866.0
SC-12649,2024-04-25,Busan,Marseille,Road,Pharmaceuticals,7136.64,296.31,4.23,9.9,Rain,0.717,7.5,1,8.199,3,2,219.95857142857145,125.148429665014,2074.68,93360.76,177786.0
SC-12828,2024-04-25,Los Angeles,Busan,Air,Automotive,6716.18,280.79,2.44,3.6,Hurricane,0.623,2.85,1,3.252,2,0,211.67714285714285,117.67142498135543,1948.73,87693.02,168474.0
SC-14945,2024-04-25,Busan,Shanghai,Air,Automotive,14144.39,127.5,4.49,5.4,Storm,0.979,2.13,1,5.127,4,0,196.0,120.96232719322109,1802.39,81107.71,76500.0
SC-14463,2024-04-25,Antwerp,Rotterdam,Sea,Automotive,2460.65,244.02,1.33,6.1,Rain,0.765,5.29,1,4.669,3,3,176.79285714285714,95.06096880674019,1644.45,74000.43,146412.0
SC-13529,2024-04-25,Rotterdam,Los Angeles,Air,Textiles,6876.24,317.94,1.47,6.7,Storm,0.82,1.49,0,5.130999999999999,4,0,207.1957142857143,102.09040778596513,428.6,19287.12,0.0
SC-12183,2024-04-26,Hamburg,Rotterdam,Road,Automotive,4907.22,385.84,2.56,3.1,Hurricane,0.871,27.87,1,2.9379999999999997,2,2,254.35857142857142,96.5463549162733,2456.73,110552.86,231504.0
SC-13278,2024-04-26,Busan,Rotterdam,Rail,Textiles,5337.61,199.65,2.59,0.4,Storm,0.796,11.46,0,1.057,4,1,264.5785714285715,83.91501562663875,671.05,30197.07,0.0
SC-11118,2024-04-26,Singapore,Antwerp,Rail,Pharmaceuticals,4351.2,133.26,3.69,3.0,Rain,0.641,2.86,1,3.207,3,1,241.28571428571428,95.47265085826783,2205.81,99261.66,79956.0
SC-11656,2024-04-26,Rotterdam,Singapore,Air,Perishables,8530.13,126.34,4.34,5.7,Fog,0.745,1.87,1,5.292,1,0,219.22142857142856,102.41603234334113,2002.81,90126.47,75804.0
SC-10931,2024-04-26,Dubai,Antwerp,Air,Textiles,12606.49,166.13,2.43,3.3,Clear,0.792,0.5,0,3.0389999999999997,0,0,224.74,97.57643072655023,423.49,19057.15,0.0
SC-14934,2024-04-26,Antwerp,Busan,Rail,Electronics,7591.2,152.45,1.44,8.0,Storm,0.634,22.34,1,6.032,4,1,211.65857142857143,100.65056572594257,2075.0,93374.99,91470.0
SC-14866,2024-04-26,Shanghai,Los Angeles,Road,Electronics,5661.39,214.48,3.43,3.6,Hurricane,0.785,32.43,1,3.549,2,2,196.8785714285714,89.41131349528573,1974.34,88845.43,128688.0
SC-11738,2024-04-26,Antwerp,Dubai,Sea,Electronics,5832.51,119.82,3.56,8.3,Rain,0.615,14.23,0,6.878,3,3,158.8757142857143,36.715981469081356,367.94,16557.11,0.0
SC-13531,2024-04-26,Singapore,Hamburg,Air,Electronics,12075.25,10.0,2.53,2.2,Clear,0.984,0.5,0,2.299,0,0,131.78285714285713,62.51887094157503,250.06,11252.74,0.0
SC-13435,2024-04-26,Singapore,Rotterdam,Rail,Automotive,6143.84,124.13,4.37,0.1,Clear,0.837,3.64,0,1.381,0,1,130.47857142857143,62.57812648430363,308.04,13861.93,0.0
SC-11479,2024-04-26,Busan,Dubai,Road,Textiles,6815.96,64.31,3.94,5.4,Clear,0.636,5.87,1,4.962,0,2,121.61714285714287,67.46308761445749,1136.15,51126.69,38586.0
SC-13447,2024-04-26,Hamburg,Busan,Rail,Pharmaceuticals,10868.95,429.48,3.1,4.4,Storm,0.703,27.44,1,4.01,4,1,159.23857142857145,135.5225382766727,1860.2,83709.09,257688.0
SC-10752,2024-04-27,Shanghai,Rotterdam,Sea,Perishables,9601.77,54.41,3.04,3.1,Clear,0.646,14.79,0,3.082,0,3,145.23285714285714,141.28456788980648,934.47,42051.34,0.0
SC-10762,2024-04-27,Hamburg,Rotterdam,Rail,Automotive,4103.09,470.43,3.53,5.5,Fog,0.735,5.71,1,4.909,1,1,181.79714285714286,187.69095198528544,1808.18,81367.97,282258.0
SC-11591,2024-04-27,Rotterdam,Singapore,Sea,Perishables,14873.21,151.53,4.17,8.1,Hurricane,0.528,231.26,1,6.920999999999999,2,3,186.3271428571429,186.32348579055386,4971.61,223722.26,90918.0
SC-11001,2024-04-27,Shanghai,Marseille,Road,Textiles,8357.56,87.02,1.66,0.0,Storm,0.741,15.03,1,0.49799999999999994,4,2,197.33,176.17314182360457,2115.86,95213.7,52212.0
SC-11711,2024-04-27,Dubai,Shanghai,Rail,Electronics,1389.57,116.81,1.59,3.3,Fog,0.697,2.18,0,2.7869999999999995,1,1,196.28428571428572,176.70098621278638,558.78,25144.89,0.0
SC-11344,2024-04-27,Los Angeles,Shanghai,Rail,Perishables,11269.24,209.44,2.4,3.5,Fog,0.651,14.46,1,3.17,1,1,217.0171428571429,166.87636758134082,2230.46,100370.66,125664.0
SC-11531,2024-04-27,Rotterdam,Los Angeles,Air,Perishables,9349.84,450.91,1.48,6.3,Clear,0.58,0.89,0,4.853999999999999,0,0,220.07857142857145,171.55471862048068,480.49,21621.86,0.0
SC-10151,2024-04-27,Los Angeles,Rotterdam,Road,Perishables,3973.65,101.7,1.99,8.5,Rain,0.528,3.09,1,6.546999999999999,3,2,226.8342857142857,164.73921905617382,2113.25,95096.16,61020.0
SC-13388,2024-04-27,Dubai,Hamburg,Rail,Automotive,1065.2,297.93,3.27,7.4,Storm,0.744,3.33,1,6.161,4,1,202.19142857142856,131.84517276317808,1877.34,84480.3,178758.0
SC-13368,2024-04-28,Hamburg,Antwerp,Road,Automotive,3268.44,309.55,3.88,3.3,Storm,0.51,6.79,0,3.4739999999999993,4,2,224.76571428571427,135.21032466212787,710.19,31958.77,0.0
SC-13838,2024-04-28,Singapore,Hamburg,Air,Perishables,14039.37,460.18,2.73,9.5,Storm,0.911,2.56,1,7.468999999999999,4,0,278.07428571428574,145.0542249019475,2552.41,114858.65,276108.0
SC-13889,2024-04-28,Dubai,Los Angeles,Air,Textiles,6346.55,50.73,3.45,0.9,Storm,0.688,0.6,1,1.665,4,0,268.63428571428574,158.79747488096723,2446.29,110083.04,30438.0
SC-10513,2024-04-28,Hamburg,Dubai,Air,Pharmaceuticals,13057.93,354.1,2.66,7.2,Clear,0.826,1.41,0,5.838,0,0,289.3,159.22246009907025,610.76,27484.17,0.0
SC-14917,2024-04-28,Antwerp,Hamburg,Air,Perishables,5895.19,106.8,2.4,2.2,Rain,0.94,1.15,1,2.26,3,0,240.1414285714286,154.04720742125016,2196.26,98831.86,64080.0
SC-10398,2024-04-28,Hamburg,Shanghai,Air,Perishables,11387.63,197.85,2.86,5.3,Fog,0.919,1.15,0,4.568,1,0,253.87714285714287,143.5764021597659,526.18,23678.09,0.0
SC-14370,2024-04-28,Los Angeles,Marseille,Rail,Perishables,3433.26,390.61,4.09,0.4,Fog,0.92,4.14,0,1.507,1,1,267.1171428571429,152.32270368248734,704.67,31710.27,0.0
SC-11079,2024-04-28,Hamburg,Dubai,Air,Electronics,14274.44,178.92,3.9,0.7,Fog,0.718,2.16,0,1.66,1,0,248.4557142857143,154.24746490160348,585.89,26365.02,0.0
SC-10499,2024-04-28,Shanghai,Singapore,Sea,Electronics,14800.06,316.23,1.32,8.6,Hurricane,0.645,234.84,1,6.4159999999999995,2,3,227.89142857142858,128.81487639613803,3858.24,173620.93,189738.0
SC-11393,2024-04-28,Antwerp,Singapore,Road,Perishables,8036.72,347.01,3.22,1.7,Clear,0.919,5.18,0,2.1559999999999997,0,2,270.21714285714285,107.8752627983335,636.12,28625.37,0.0
SC-14834,2024-04-28,Antwerp,Busan,Road,Automotive,8432.16,60.31,3.52,3.2,Hurricane,0.85,46.78,1,3.296,2,2,228.24714285714285,125.51012080230606,2509.33,112919.64,36186.0
SC-12749,2024-04-29,Busan,Marseille,Rail,Pharmaceuticals,9721.34,331.52,2.43,3.7,Hurricane,0.665,64.39,1,3.319,2,1,260.34999999999997,117.76987659555948,2830.84,127387.6,198912.0
SC-11387,2024-04-29,Dubai,Hamburg,Sea,Pharmaceuticals,2397.67,371.58,3.9,6.7,Fog,0.502,6.2,1,5.859999999999999,1,3,285.1685714285714,120.67352339108632,2634.97,118573.52,222948.0
SC-13465,2024-04-29,Los Angeles,Rotterdam,Rail,Pharmaceuticals,10724.52,127.08,3.12,8.1,Storm,0.533,31.73,1,6.605999999999999,4,1,247.52142857142854,123.37310990495055,2522.01,113490.4,76248.0
SC-13863,2024-04-30,Rotterdam,Dubai,Rail,Automotive,4202.38,308.2,4.12,1.5,Fog,0.589,4.43,1,2.2859999999999996,1,1,265.98999999999995,121.04658992856146,2450.19,110258.57,184920.0
SC-14864,2024-04-30,Hamburg,Marseille,Sea,Automotive,5048.7,346.79,3.62,7.7,Hurricane,0.617,77.77,1,6.476,2,3,270.35571428571427,123.68294666298215,3042.77,136924.81,208074.0
SC-13462,2024-04-30,Busan,Rotterdam,Sea,Electronics,9721.13,135.92,2.39,6.2,Clear,0.521,17.42,1,5.0569999999999995,0,3,240.2,127.55151887244078,2350.15,105756.56,81552.0
SC-12706,2024-04-30,Rotterdam,Dubai,Rail,Textiles,2243.0,277.54,1.8,7.4,Clear,0.779,1.91,0,5.72,0,1,271.23285714285714,99.92408430308241,542.46,24410.91,0.0
SC-12190,2024-04-30,Los Angeles,Shanghai,Rail,Automotive,4274.16,280.39,3.16,1.9,Fog,0.624,5.31,0,2.2779999999999996,1,1,263.92857142857144,96.59605002769196,603.62,27163.03,0.0
SC-13551,2024-04-30,Busan,Antwerp,Sea,Perishables,2488.65,46.43,2.98,8.5,Storm,0.651,14.96,1,6.843999999999999,4,3,217.47857142857146,112.98846717380334,2101.22,94554.9,27858.0
SC-11120,2024-04-30,Singapore,Los Angeles,Air,Pharmaceuticals,13386.85,26.96,3.66,8.3,Fog,0.706,0.5,1,6.908,1,0,203.1757142857143,131.20707842403675,1850.16,83257.36,16176.0
SC-14709,2024-04-30,Dubai,Marseille,Road,Perishables,9906.83,277.9,1.38,5.5,Fog,0.898,12.04,1,4.263999999999999,1,2,198.84714285714287,127.61546872202739,1946.84,87607.78,166740.0
SC-12942,2024-04-30,Shanghai,Los Angeles,Road,Electronics,4800.12,450.73,1.26,6.2,Clear,0.651,4.1,1,4.718,0,2,213.69571428571427,151.50839986143126,2004.26,90191.8,270438.0
SC-12696,2024-05-01,Busan,Antwerp,Air,Pharmaceuticals,10324.36,207.8,1.7,1.2,Hurricane,0.538,4.91,1,1.35,2,0,223.96428571428572,147.7477378120266,2103.04,94636.64,124680.0
SC-12425,2024-05-01,Shanghai,Rotterdam,Sea,Pharmaceuticals,13551.21,184.49,3.95,0.2,Fog,0.525,28.68,0,1.325,1,3,210.67142857142858,146.30295388093032,1348.15,60666.63,0.0
SC-12805,2024-05-01,Dubai,Marseille,Rail,Pharmaceuticals,14670.96,54.39,3.92,4.6,Storm,0.771,37.17,0,4.396,4,1,178.3857142857143,153.13064148596982,1574.09,70834.0,0.0
SC-10946,2024-05-01,Busan,Dubai,Air,Textiles,2484.84,169.91,1.39,2.4,Hurricane,0.997,0.7,1,2.097,2,0,196.02571428571426,142.11222101531118,1789.72,80537.33,101946.0
SC-14025,2024-05-02,Los Angeles,Rotterdam,Air,Textiles,12453.08,191.6,2.35,6.8,Clear,0.767,0.5,0,5.465,0,0,219.54571428571427,121.61369068449771,422.98,19034.28,0.0
SC-10338,2024-05-02,Rotterdam,Busan,Air,Pharmaceuticals,7375.52,454.89,2.36,4.7,Hurricane,0.776,3.58,1,3.998,2,0,244.82999999999998,150.69062291109321,2271.09,102199.15,272934.0
SC-13915,2024-05-02,Rotterdam,Hamburg,Rail,Pharmaceuticals,6229.75,241.96,3.66,4.9,Fog,0.588,8.5,1,4.5280000000000005,1,1,215.00571428571428,120.85321246001149,2035.95,91617.62,145176.0
SC-11681,2024-05-02,Shanghai,Hamburg,Road,Electronics,14646.35,117.36,1.98,6.3,Fog,0.91,17.96,1,5.004,1,2,202.08571428571432,126.45636412838748,2035.98,91618.93,70416.0
SC-14720,2024-05-02,Singapore,Rotterdam,Rail,Perishables,5502.74,385.27,3.22,5.4,Rain,0.735,5.44,1,4.7459999999999996,3,1,230.76857142857145,143.43128522380434,2165.75,97458.67,231162.0
SC-10887,2024-05-02,Busan,Los Angeles,Sea,Electronics,3953.65,458.46,2.14,3.5,Clear,0.598,6.17,0,3.0919999999999996,0,3,288.49285714285713,141.9181310608674,782.62,35217.87,0.0
SC-13847,2024-05-02,Rotterdam,Singapore,Air,Perishables,8651.74,328.94,2.71,6.3,Hurricane,0.906,5.57,1,5.222999999999999,2,0,311.2114285714286,132.16509781690638,2870.76,129184.0,197364.0
SC-10219,2024-05-03,Shanghai,Antwerp,Road,Perishables,12813.74,30.17,1.5,4.1,Fog,0.988,12.85,0,3.3199999999999994,1,2,288.15,166.21284687612652,1113.56,50110.23,0.0
SC-14017,2024-05-03,Dubai,Rotterdam,Road,Perishables,13487.5,406.65,1.26,2.3,Fog,0.886,13.55,0,1.988,1,2,281.25857142857143,158.99048330309705,1092.29,49153.01,0.0
SC-13697,2024-05-03,Busan,Rotterdam,Air,Perishables,10184.08,295.15,2.16,3.3,Fog,0.869,0.92,1,2.9579999999999997,1,0,288.85714285714283,158.0676378130879,2633.29,118497.97,177090.0
SC-10884,2024-05-03,Dubai,Shanghai,Sea,Electronics,12098.78,240.61,2.9,7.5,Hurricane,0.941,185.62,1,6.12,2,3,306.4642857142857,141.80897078548358,4230.53,190373.71,144366.0
SC-10784,2024-05-03,Shanghai,Antwerp,Sea,Perishables,3133.17,9.44,3.58,6.5,Rain,0.844,7.23,0,5.624,3,3,252.7742857142857,174.40062985906343,899.54,40479.35,0.0
SC-14429,2024-05-03,Antwerp,Busan,Rail,Textiles,12063.95,414.5,1.49,6.7,Clear,0.607,10.61,1,5.137,0,1,246.49428571428572,166.36606373267566,2409.02,108405.84,248700.0
SC-12559,2024-05-04,Los Angeles,Antwerp,Sea,Automotive,7759.05,405.49,3.13,9.6,Hurricane,0.728,126.88,1,7.659,2,3,257.43,174.98153016818648,4004.29,180192.89,243294.0
SC-12005,2024-05-04,Singapore,Rotterdam,Rail,Electronics,11511.27,189.03,4.26,8.7,Storm,0.737,34.61,1,7.3679999999999986,4,1,280.1242857142857,148.96165813805274,2924.59,131606.68,113418.0
SC-10620,2024-05-04,Antwerp,Singapore,Sea,Textiles,3175.55,51.84,2.38,4.3,Rain,0.749,6.5,0,3.7239999999999998,3,3,229.43714285714285,158.77557911659287,787.1,35419.59,0.0
SC-12228,2024-05-04,Shanghai,Dubai,Road,Pharmaceuticals,4809.95,473.77,3.02,5.3,Clear,0.763,3.81,0,4.616,0,2,254.95428571428573,183.52138865875565,750.66,33779.53,0.0
SC-14058,2024-05-04,Antwerp,Marseille,Air,Perishables,13403.74,110.83,2.54,1.2,Fog,0.847,1.54,0,1.6019999999999999,1,0,236.41428571428574,191.59007045052732,581.39,26162.71,0.0
SC-11104,2024-05-04,Rotterdam,Los Angeles,Sea,Electronics,14926.16,64.19,3.62,7.8,Clear,0.533,27.81,1,6.546,0,3,244.2357142857143,181.63892092621018,2722.24,122500.62,38514.0
SC-12356,2024-05-05,Busan,Antwerp,Air,Pharmaceuticals,13585.57,492.48,3.88,2.8,Fog,0.719,1.3,0,3.1239999999999997,1,0,255.3757142857143,195.6709767149216,591.9,26635.53,0.0
SC-11569,2024-05-05,Singapore,Dubai,Rail,Automotive,7050.63,210.7,3.69,3.0,Rain,0.932,6.43,0,3.207,3,1,227.54857142857145,184.28418194268772,874.68,39360.82,0.0
SC-12201,2024-05-05,Shanghai,Hamburg,Road,Pharmaceuticals,2105.45,68.62,3.82,7.2,Hurricane,0.541,13.32,1,6.186,2,2,210.34714285714287,193.85017614249435,2237.55,100689.59,41172.0
SC-11432,2024-05-05,Singapore,Shanghai,Road,Automotive,7588.28,440.94,4.43,8.1,Hurricane,0.742,51.19,1,6.998999999999999,2,2,265.93285714285713,196.59073170034281,3348.19,150668.52,264564.0
SC-14082,2024-05-05,Dubai,Rotterdam,Air,Pharmaceuticals,9567.29,166.07,4.41,2.2,Clear,0.518,0.5,0,2.863,0,0,221.97571428571428,175.6598010224252,452.02,20340.81,0.0
SC-14559,2024-05-06,Hamburg,Shanghai,Air,Electronics,14955.77,293.82,1.34,3.4,Clear,0.74,1.26,0,2.782,0,0,248.11714285714285,169.88368851602405,549.36,24721.39,0.0
SC-13737,2024-05-06,Los Angeles,Rotterdam,Air,Perishables,11392.07,40.91,3.93,2.8,Clear,0.898,1.02,1,3.139,0,0,244.79142857142855,174.2560325525413,2240.38,100817.13,24546.0
SC-14815,2024-05-06,Hamburg,Shanghai,Sea,Pharmaceuticals,14054.54,348.7,2.66,3.2,Storm,0.927,67.28,1,3.038,4,3,224.25142857142853,146.44971314738825,2840.79,127835.61,209220.0
SC-14838,2024-05-06,Shanghai,Hamburg,Rail,Automotive,1077.27,365.12,1.78,1.6,Clear,0.786,0.88,0,1.654,0,1,246.3114285714286,155.42357118838936,507.67,22845.31,0.0
SC-11359,2024-05-06,Shanghai,Los Angeles,Sea,Electronics,9089.08,337.13,3.15,8.4,Fog,0.937,26.61,1,6.825,1,3,284.67,136.20635570094865,2831.59,127421.37,202278.0
SC-12099,2024-05-07,Los Angeles,Antwerp,Sea,Electronics,6241.57,444.98,3.38,0.4,Fog,0.657,13.91,0,1.294,1,3,285.2471428571429,136.98520573578816,989.28,44517.39,0.0
SC-11016,2024-05-07,Hamburg,Los Angeles,Road,Automotive,3118.34,67.1,3.41,9.9,Storm,0.813,7.91,1,7.952999999999999,4,2,271.10857142857145,155.22852491607026,2563.6,115361.88,40260.0
SC-12270,2024-05-07,Busan,Antwerp,Road,Electronics,2011.26,161.04,4.25,4.9,Storm,0.97,4.48,1,4.705,4,2,252.14000000000001,160.02916619583226,2355.44,105994.6,96624.0
SC-13650,2024-05-07,Shanghai,Rotterdam,Air,Perishables,11657.01,99.28,2.68,3.4,Hurricane,0.947,6.14,1,3.184,2,0,260.4785714285714,148.27752610432583,2440.34,109815.48,59568.0
SC-10051,2024-05-07,Dubai,Los Angeles,Road,Automotive,11739.43,402.78,2.72,7.8,Rain,0.883,11.65,0,6.276,3,2,268.20428571428573,154.9011609443414,999.0,44954.93,0.0
SC-11951,2024-05-07,Rotterdam,Shanghai,Sea,Perishables,3698.87,237.41,1.63,0.8,Rain,0.928,7.13,0,1.049,3,3,249.96,148.99209856006894,797.95,35907.93,0.0
SC-10535,2024-05-07,Rotterdam,Dubai,Air,Electronics,14199.1,53.05,2.61,9.0,Hurricane,0.832,8.43,1,7.083,2,0,209.37714285714287,159.60264917541133,2048.17,92167.57,31830.0
SC-10196,2024-05-08,Busan,Shanghai,Air,Automotive,11026.36,369.53,3.57,8.2,Fog,0.767,1.11,1,6.810999999999999,1,0,198.5985714285714,142.69140471994893,1819.27,81867.24,221718.0
SC-11444,2024-05-08,Dubai,Singapore,Air,Automotive,13088.06,298.04,2.8,0.9,Rain,0.748,0.82,0,1.47,3,0,231.59,133.6305259537154,465.35,20940.59,0.0
SC-12288,2024-05-08,Busan,Antwerp,Air,Perishables,7489.6,474.26,1.47,7.2,Fog,0.927,0.93,1,5.481,1,0,276.3357142857143,156.54545589669718,2520.09,113403.94,284556.0
SC-12252,2024-05-08,Dubai,Hamburg,Air,Perishables,10203.4,133.38,3.76,4.3,Clear,0.807,0.5,0,4.138,0,0,281.20714285714286,150.5325951097509,539.76,24289.37,0.0
SC-14435,2024-05-09,Shanghai,Busan,Air,Automotive,4568.71,148.88,2.37,7.7,Hurricane,0.548,1.76,1,6.101,2,0,244.9357142857143,146.90221836958324,2245.93,101066.9,89328.0
SC-10909,2024-05-09,Singapore,Dubai,Air,Perishables,6005.54,83.12,1.96,2.5,Rain,0.556,0.5,1,2.338,3,0,222.8942857142857,159.27360503832605,2031.28,91407.76,49872.0
SC-11513,2024-05-09,Dubai,Hamburg,Sea,Textiles,764.37,399.74,2.46,4.9,Clear,0.686,1.59,1,4.168,0,3,272.4214285714286,151.36338597654887,2492.2,112149.08,239844.0
SC-13588,2024-05-09,Singapore,Antwerp,Air,Electronics,2327.03,257.03,1.23,7.5,Hurricane,0.948,0.5,1,5.619,2,0,256.35,145.18036678559525,2332.53,104964.06,154218.0
SC-12157,2024-05-09,Dubai,Singapore,Air,Textiles,5545.15,231.44,1.46,6.2,Storm,0.786,1.01,1,4.778,4,0,246.83571428571426,144.17167658236963,2252.76,101374.0,138864.0
SC-10916,2024-05-09,Hamburg,Singapore,Sea,Perishables,4769.75,492.3,1.55,2.6,Clear,0.845,7.71,0,2.2849999999999997,0,3,249.41285714285715,148.99510738212007,819.09,36858.87,0.0
SC-10749,2024-05-09,Dubai,Marseille,Road,Pharmaceuticals,9551.45,343.65,1.25,0.4,Clear,0.735,6.68,0,0.655,0,2,279.45142857142855,142.7690774676099,792.43,35659.42,0.0
SC-13861,2024-05-09,Dubai,Rotterdam,Road,Automotive,9371.55,408.73,2.18,5.8,Hurricane,0.862,57.58,1,4.7139999999999995,2,2,316.5728571428571,136.81867851458097,3344.85,150518.25,245238.0
SC-11476,2024-05-09,Singapore,Dubai,Sea,Automotive,12213.77,259.05,3.21,0.8,Clear,0.659,18.25,0,1.523,0,3,341.7057142857143,97.21378826365907,924.23,41590.27,0.0
SC-11182,2024-05-09,Shanghai,Busan,Sea,Perishables,9673.02,59.05,3.83,4.5,Clear,0.532,17.33,0,4.2989999999999995,0,3,293.0357142857143,139.43219138792207,1095.51,49297.8,0.0
SC-11871,2024-05-10,Dubai,Antwerp,Sea,Pharmaceuticals,3595.91,42.37,2.51,9.0,Storm,0.847,21.56,1,7.053,4,3,262.37,169.11643060329766,2710.71,121982.01,25422.0
SC-12810,2024-05-10,Hamburg,Busan,Sea,Pharmaceuticals,4086.43,112.32,2.15,8.8,Rain,0.725,10.12,1,6.805,3,3,245.35285714285715,178.48130534356483,2415.64,108703.84,67392.0
SC-10546,2024-05-10,Dubai,Busan,Sea,Textiles,2146.59,57.09,4.35,6.4,Clear,0.894,4.23,1,5.784999999999999,0,3,183.18,151.9513195072681,1740.5,78322.43,34254.0
